"","year","pnum","box_attempt","nestbox","species","clutch_size","April_lay","April_hatch","num_chicks","num_eggs_manipulated","number_fledged","adult_male","adult_female","incubation_period","test"
"3647",1966,"19661C135",1,"C135","BLUTI",12,29,53,NA,NA,0,NA,"N92172",13,NA
"3648",1966,"19661C136",1,"C136","BLUTI",11,26,49,NA,NA,0,NA,"N73422",13,NA
"3649",1966,"19661C139",1,"C139","BLUTI",9,30,51,NA,NA,0,NA,"N92336",13,NA
"3650",1966,"19661C141",1,"C141","BLUTI",4,36,52,NA,NA,0,NA,NA,13,NA
"3651",1966,"19661C145",1,"C145","BLUTI",7,26,45,NA,NA,0,NA,"H42882",13,NA
"3654",1966,"19661C148",1,"C148","BLUTI",6,27,45,NA,NA,0,NA,"N73226",13,NA
"3655",1966,"19661C149",1,"C149","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3656",1966,"19661C15",1,"C15","BLUTI",6,51,69,NA,NA,0,NA,"HC79092",13,NA
"3658",1966,"19661C151",1,"C151","BLUTI",9,31,52,8,NA,0,NA,"HC79062",13,1
"3659",1966,"19661C152",1,"C152","BLUTI",13,21,46,NA,NA,0,NA,"N92330",13,NA
"3661",1966,"19661C156",1,"C156","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3662",1966,"19661C157",1,"C157","BLUTI",11,26,49,NA,NA,0,NA,"N92764",13,NA
"3664",1966,"19661C16",1,"C16","BLUTI",13,30,55,NA,NA,0,NA,"HC79065",13,NA
"3666",1966,"19661C161",1,"C161","BLUTI",13,28,53,NA,NA,0,NA,"N92331",13,NA
"3668",1966,"19661C2",1,"C2","BLUTI",11,21,44,NA,NA,0,NA,NA,13,NA
"3670",1966,"19661C25",1,"C25","BLUTI",11,32,55,NA,NA,0,NA,"HC79066",13,NA
"3672",1966,"19661C3",1,"C3","BLUTI",7,46,65,NA,NA,0,NA,NA,13,NA
"3675",1966,"19661C33",1,"C33","BLUTI",11,36,59,NA,NA,0,NA,"HC79067",13,NA
"3678",1966,"19661C37",1,"C37","BLUTI",4,36,52,NA,NA,0,NA,NA,13,NA
"3682",1966,"19661C43",1,"C43","BLUTI",11,29,52,NA,NA,0,NA,"N92337",13,NA
"3685",1966,"19661C49",1,"C49","BLUTI",6,25,43,NA,NA,0,NA,NA,13,NA
"3686",1966,"19661C5",1,"C5","BLUTI",11,28,51,NA,NA,0,NA,NA,13,NA
"3687",1966,"19661C50",1,"C50","BLUTI",NA,44,56,NA,NA,0,NA,"N43679",NA,NA
"3689",1966,"19661C55",1,"C55","BLUTI",13,22,47,NA,NA,0,NA,NA,13,NA
"3690",1966,"19661C56",1,"C56","BLUTI",5,29,46,NA,NA,0,NA,NA,13,NA
"3692",1966,"19661C58",1,"C58","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"3693",1966,"19661C59",1,"C59","BLUTI",5,28,45,NA,NA,0,NA,"P20115",13,NA
"3695",1966,"19661C62",1,"C62","BLUTI",17,32,61,NA,NA,0,NA,NA,13,NA
"3698",1966,"19661C9",1,"C9","BLUTI",5,43,60,NA,NA,0,NA,"HC79063",13,NA
"3699",1966,"19661CP1",1,"CP1","BLUTI",13,28,53,12,NA,12,NA,"N92971",13,1
"3700",1966,"19661CP10",1,"CP10","BLUTI",14,31,57,10,NA,6,NA,"HC79012",13,4
"3703",1966,"19661CP13",1,"CP13","BLUTI",11,27,50,11,NA,11,NA,"N92972",13,0
"3704",1966,"19661CP14",1,"CP14","BLUTI",1,40,53,NA,NA,0,NA,NA,13,NA
"3706",1966,"19661CP18",1,"CP18","BLUTI",3,31,46,NA,NA,0,NA,NA,13,NA
"3707",1966,"19661CP2",1,"CP2","BLUTI",9,28,49,9,NA,9,NA,"N34030",13,0
"3708",1966,"19661CP22",1,"CP22","BLUTI",10,31,53,NA,NA,0,NA,NA,13,NA
"3711",1966,"19661CP25",1,"CP25","BLUTI",11,27,50,11,NA,0,NA,NA,13,0
"3717",1966,"19661CP34",1,"CP34","BLUTI",6,28,46,NA,NA,0,NA,NA,13,NA
"3719",1966,"19661CP36",1,"CP36","BLUTI",10,31,53,10,NA,10,NA,"N92973",13,0
"3723",1966,"19661CP42",1,"CP42","BLUTI",7,48,67,7,NA,0,NA,"HC79004",13,0
"3728",1966,"19661EX10A",1,"EX10A","BLUTI",9,30,51,NA,NA,0,NA,"N92954",13,NA
"3733",1966,"19661EX15",1,"EX15","BLUTI",7,30,49,5,NA,0,NA,"N92955",13,2
"3734",1966,"19661EX16",1,"EX16","BLUTI",10,28,50,NA,NA,0,NA,"N92955",13,NA
"3735",1966,"19661EX18",1,"EX18","BLUTI",1,39,52,NA,NA,0,NA,NA,13,NA
"3738",1966,"19661EX23",1,"EX23","BLUTI",11,28,51,10,NA,10,NA,"N92956",13,1
"3741",1966,"19661EX25A",1,"EX25A","BLUTI",9,32,53,NA,NA,0,NA,NA,13,NA
"3742",1966,"19661EX26",1,"EX26","BLUTI",12,30,54,5,NA,0,NA,"N92984",13,7
"3744",1966,"19661EX28",1,"EX28","BLUTI",11,28,51,11,NA,11,NA,"N92985",13,0
"3745",1966,"19661EX29",1,"EX29","BLUTI",12,30,54,10,NA,10,NA,NA,13,2
"3750",1966,"19661EX33",1,"EX33","BLUTI",12,31,55,12,NA,12,NA,"N92986",13,0
"3752",1966,"19661EX34A",1,"EX34A","BLUTI",9,31,52,8,NA,8,NA,"N92957",13,1
"3753",1966,"19661EX35",1,"EX35","BLUTI",8,42,62,5,NA,0,NA,"N93000",13,3
"3754",1966,"19661EX37",1,"EX37","BLUTI",11,29,52,9,NA,9,NA,"N92423",13,2
"3756",1966,"19661EX39A",1,"EX39A","BLUTI",11,28,51,11,NA,11,NA,"N92400",13,0
"3762",1966,"19661EX42A",1,"EX42A","BLUTI",10,29,51,NA,NA,0,NA,"N92958",13,NA
"3763",1966,"19661EX43",1,"EX43","BLUTI",8,45,65,7,NA,0,NA,"HC79001",13,1
"3764",1966,"19661EX43B",1,"EX43B","BLUTI",13,30,55,13,NA,12,NA,"N92406",13,0
"3765",1966,"19661EX43E",1,"EX43E","BLUTI",10,30,52,8,NA,0,NA,"N34005",13,2
"3766",1966,"19661EX45",1,"EX45","BLUTI",1,NA,NA,NA,NA,0,NA,"HC79001",NA,NA
"3767",1966,"19661EX48",1,"EX48","BLUTI",11,38,61,10,NA,0,NA,NA,13,1
"3768",1966,"19661EX49",1,"EX49","BLUTI",3,51,66,NA,NA,0,NA,"HC79002",13,NA
"3770",1966,"19661EX49C",1,"EX49C","BLUTI",1,31,44,NA,NA,0,NA,"HC79002",13,NA
"3773",1966,"19661EX51B",1,"EX51B","BLUTI",14,28,54,11,NA,9,NA,"N92427",13,3
"3774",1966,"19661EX51C",1,"EX51C","BLUTI",12,28,52,NA,NA,0,NA,"N92960",13,NA
"3775",1966,"19661EX52",1,"EX52","BLUTI",8,48,68,7,NA,0,NA,NA,13,1
"3776",1966,"19661EX53",1,"EX53","BLUTI",8,49,69,6,NA,0,NA,"HC79003",13,2
"3778",1966,"19661EX5A",1,"EX5A","BLUTI",13,22,47,12,NA,12,NA,"N92952",13,1
"3779",1966,"19661EX5B",1,"EX5B","BLUTI",13,31,56,12,NA,11,NA,"N92998",13,1
"3782",1966,"19661EX62A",1,"EX62A","BLUTI",12,31,55,11,NA,11,NA,"N92987",13,1
"3783",1966,"19661EX62D",1,"EX62D","BLUTI",8,29,49,8,NA,8,NA,NA,13,0
"3788",1966,"19661EX69",1,"EX69","BLUTI",9,36,57,NA,NA,0,NA,NA,13,NA
"3789",1966,"19661EX70",1,"EX70","BLUTI",5,38,55,NA,NA,0,NA,NA,13,NA
"3793",1966,"19661EX74",1,"EX74","BLUTI",9,34,55,NA,NA,0,NA,NA,13,NA
"3794",1966,"19661EX78",1,"EX78","BLUTI",10,42,64,NA,NA,0,NA,"HC79008",13,NA
"3795",1966,"19661EX8",1,"EX8","BLUTI",13,31,56,NA,NA,0,NA,"N92983",13,NA
"3796",1966,"19661EX80",1,"EX80","BLUTI",NA,44,56,NA,NA,0,NA,NA,NA,NA
"3798",1966,"19661MP1",1,"MP1","BLUTI",8,32,52,6,NA,0,NA,"N92349",13,2
"3800",1966,"19661MP14",1,"MP14","BLUTI",10,30,52,5,NA,0,NA,"H95137",13,5
"3801",1966,"19661MP17",1,"MP17","BLUTI",8,28,48,8,NA,0,NA,NA,13,0
"3803",1966,"19661MP20",1,"MP20","BLUTI",7,42,61,NA,NA,0,NA,"HC79079",13,NA
"3804",1966,"19661MP26",1,"MP26","BLUTI",1,35,48,NA,NA,0,NA,NA,13,NA
"3806",1966,"19661MP3",1,"MP3","BLUTI",11,29,52,NA,NA,0,NA,"N34248",13,NA
"3807",1966,"19661MP31",1,"MP31","BLUTI",NA,24,36,NA,NA,0,NA,"HC79080",NA,NA
"3808",1966,"19661MP33",1,"MP33","BLUTI",8,29,49,8,NA,0,NA,NA,13,0
"3809",1966,"19661MP34",1,"MP34","BLUTI",1,49,62,NA,NA,0,NA,"HC79095",13,NA
"3811",1966,"19661MP38",1,"MP38","BLUTI",9,30,51,NA,NA,0,NA,"HC79081",13,NA
"3812",1966,"19661MP39",1,"MP39","BLUTI",7,41,60,NA,NA,0,NA,"P20366",13,NA
"3814",1966,"19661MP40",1,"MP40","BLUTI",2,27,41,NA,NA,0,NA,"P20366",13,NA
"3815",1966,"19661MP41",1,"MP41","BLUTI",7,29,48,NA,NA,0,NA,NA,13,NA
"3816",1966,"19661MP43",1,"MP43","BLUTI",10,31,53,NA,NA,0,NA,"N92350",13,NA
"3817",1966,"19661MP46",1,"MP46","BLUTI",11,28,51,NA,NA,0,NA,NA,13,NA
"3818",1966,"19661MP47",1,"MP47","BLUTI",11,27,50,9,NA,0,NA,NA,13,2
"3819",1966,"19661MP49",1,"MP49","BLUTI",10,26,48,NA,NA,0,NA,NA,13,NA
"3820",1966,"19661MP5",1,"MP5","BLUTI",10,28,50,9,NA,0,NA,"N92326",13,1
"3822",1966,"19661MP52",1,"MP52","BLUTI",NA,34,46,NA,NA,0,NA,NA,NA,NA
"3823",1966,"19661MP53",1,"MP53","BLUTI",12,27,51,NA,NA,0,NA,NA,13,NA
"3824",1966,"19661MP54",1,"MP54","BLUTI",11,27,50,11,NA,0,NA,NA,13,0
"3826",1966,"19661MP56",1,"MP56","BLUTI",10,29,51,8,NA,0,NA,"N39412",13,2
"3827",1966,"19661MP58",1,"MP58","BLUTI",9,28,49,NA,NA,0,NA,"N92327",13,NA
"3828",1966,"19661MP59",1,"MP59","BLUTI",10,28,50,8,NA,0,NA,NA,13,2
"3830",1966,"19661MP61",1,"MP61","BLUTI",8,31,51,NA,NA,0,NA,NA,13,NA
"3831",1966,"19661MP62",1,"MP62","BLUTI",10,26,48,NA,NA,0,NA,"N92328",13,NA
"3832",1966,"19661MP63",1,"MP63","BLUTI",11,26,49,11,NA,0,NA,NA,13,0
"3834",1966,"19661MP67",1,"MP67","BLUTI",8,34,54,8,NA,0,NA,"HC79082",13,0
"3835",1966,"19661MP68",1,"MP68","BLUTI",10,32,54,NA,NA,0,NA,"P20747",13,NA
"3837",1966,"19661MP71",1,"MP71","BLUTI",10,26,48,10,NA,0,NA,"N92329",13,0
"3839",1966,"19661MP73",1,"MP73","BLUTI",9,28,49,NA,NA,0,NA,"P20740",13,NA
"3844",1966,"19661MP82",1,"MP82","BLUTI",10,28,50,NA,NA,0,NA,"N92194",13,NA
"3846",1966,"19661MP88",1,"MP88","BLUTI",10,27,49,9,NA,0,NA,"HC79083",13,1
"3847",1966,"19661MP89",1,"MP89","BLUTI",13,28,53,NA,NA,0,NA,"N92827",13,NA
"3848",1966,"19661MP90",1,"MP90","BLUTI",8,34,54,8,NA,0,NA,NA,13,0
"3849",1966,"19661O1",1,"O1","BLUTI",6,28,46,NA,NA,0,NA,NA,13,NA
"3850",1966,"19661O10",1,"O10","BLUTI",10,27,49,NA,NA,0,NA,NA,13,NA
"3853",1966,"19661O103",1,"O103","BLUTI",13,29,54,12,NA,12,NA,"N92685",13,1
"3855",1966,"19661O107",1,"O107","BLUTI",10,32,54,10,NA,10,NA,"N92903",13,0
"3857",1966,"19661O11",1,"O11","BLUTI",1,33,46,NA,NA,0,NA,NA,13,NA
"3859",1966,"19661O112",1,"O112","BLUTI",9,32,53,9,NA,9,NA,"P20149",13,0
"3860",1966,"19661O113",1,"O113","BLUTI",10,31,53,9,NA,8,NA,"N92426",13,1
"3861",1966,"19661O118",1,"O118","BLUTI",13,30,55,13,NA,13,NA,"N92498",13,0
"3862",1966,"19661O119",1,"O119","BLUTI",9,31,52,9,NA,8,NA,"N92965",13,0
"3863",1966,"19661O12",1,"O12","BLUTI",9,33,54,8,NA,8,NA,"N92990",13,1
"3864",1966,"19661O13",1,"O13","BLUTI",10,26,48,9,NA,0,NA,"N92953",13,1
"3867",1966,"19661O17",1,"O17","BLUTI",10,29,51,10,NA,10,NA,"N92991",13,0
"3868",1966,"19661O18",1,"O18","BLUTI",10,31,53,NA,NA,0,NA,"N92966",13,NA
"3869",1966,"19661O21",1,"O21","BLUTI",2,39,53,NA,NA,0,NA,NA,13,NA
"3870",1966,"19661O23",1,"O23","BLUTI",6,28,46,NA,NA,0,NA,NA,13,NA
"3871",1966,"19661O25",1,"O25","BLUTI",2,NA,NA,NA,NA,0,NA,NA,NA,NA
"3874",1966,"19661O29",1,"O29","BLUTI",10,25,47,NA,NA,0,NA,"N92969",13,NA
"3875",1966,"19661O30",1,"O30","BLUTI",6,52,70,NA,NA,0,NA,"HC79013",13,NA
"3876",1966,"19661O30A",1,"O30A","BLUTI",10,27,49,NA,NA,0,NA,"HC79013",13,NA
"3878",1966,"19661O33",1,"O33","BLUTI",10,27,49,NA,NA,0,NA,"N92681",13,NA
"3880",1966,"19661O37",1,"O37","BLUTI",9,32,53,8,NA,8,NA,"N92992",13,1
"3882",1966,"19661O38B",1,"O38B","BLUTI",11,28,51,NA,NA,0,NA,NA,13,NA
"3884",1966,"19661O40",1,"O40","BLUTI",9,32,53,NA,NA,0,NA,NA,13,NA
"3886",1966,"19661O44",1,"O44","BLUTI",1,40,53,NA,NA,0,NA,NA,13,NA
"3887",1966,"19661O48",1,"O48","BLUTI",11,29,52,NA,NA,0,NA,"N92970",13,NA
"3889",1966,"19661O5",1,"O5","BLUTI",13,28,53,12,NA,12,NA,"N92967",13,1
"3890",1966,"19661O50",1,"O50","BLUTI",11,26,49,NA,NA,0,NA,"N92409",13,NA
"3891",1966,"19661O52",1,"O52","BLUTI",1,33,46,NA,NA,0,NA,NA,13,NA
"3892",1966,"19661O56",1,"O56","BLUTI",4,31,47,NA,NA,0,NA,NA,13,NA
"3893",1966,"19661O57",1,"O57","BLUTI",13,29,54,13,NA,13,NA,"N92968",13,0
"3894",1966,"19661O58",1,"O58","BLUTI",6,33,51,NA,NA,0,NA,NA,13,NA
"3895",1966,"19661O59",1,"O59","BLUTI",10,28,50,10,NA,0,NA,"N92247",13,0
"3896",1966,"19661O5A",1,"O5A","BLUTI",12,28,52,11,NA,11,NA,"N92989",13,1
"3899",1966,"19661O64",1,"O64","BLUTI",12,27,51,11,NA,11,NA,NA,13,1
"3903",1966,"19661O7",1,"O7","BLUTI",7,48,67,7,NA,0,NA,"HC79005",13,0
"3904",1966,"19661O70",1,"O70","BLUTI",10,29,51,NA,NA,0,NA,"N34859",13,NA
"3907",1966,"19661O73",1,"O73","BLUTI",7,45,64,7,NA,0,NA,"HC79006",13,0
"3909",1966,"19661O75A",1,"O75A","BLUTI",9,30,51,NA,NA,0,NA,NA,13,NA
"3911",1966,"19661O79",1,"O79","BLUTI",5,30,47,NA,NA,0,NA,NA,13,NA
"3912",1966,"19661O82",1,"O82","BLUTI",10,29,51,10,NA,10,NA,NA,13,0
"3914",1966,"19661O84",1,"O84","BLUTI",12,30,54,NA,NA,0,NA,"N92982",13,NA
"3918",1966,"19661O88",1,"O88","BLUTI",12,32,56,NA,NA,0,NA,"N92961",13,NA
"3920",1966,"19661O90",1,"O90","BLUTI",4,NA,NA,NA,NA,0,NA,NA,NA,NA
"3921",1966,"19661O91A",1,"O91A","BLUTI",11,32,55,11,NA,11,NA,"AX33579",13,0
"3923",1966,"19661O93",1,"O93","BLUTI",5,50,67,NA,NA,0,NA,"N92969",13,NA
"3926",1966,"19661SW1",1,"SW1","BLUTI",3,34,49,NA,NA,0,NA,NA,13,NA
"3928",1966,"19661SW101",1,"SW101","BLUTI",9,31,52,8,NA,0,NA,NA,13,1
"3933",1966,"19661SW108",1,"SW108","BLUTI",11,27,50,NA,NA,0,NA,NA,13,NA
"3934",1966,"19661SW11",1,"SW11","BLUTI",9,35,56,9,NA,0,NA,"HC79085",13,0
"3935",1966,"19661SW110",1,"SW110","BLUTI",8,33,53,8,NA,0,NA,"HC79052",13,0
"3936",1966,"19661SW112",1,"SW112","BLUTI",1,36,49,NA,NA,0,NA,NA,13,NA
"3937",1966,"19661SW118",1,"SW118","BLUTI",1,43,56,NA,NA,0,NA,NA,13,NA
"3939",1966,"19661SW12",1,"SW12","BLUTI",10,30,52,10,NA,0,NA,"N92179",13,0
"3940",1966,"19661SW120",1,"SW120","BLUTI",1,36,49,NA,NA,0,NA,NA,13,NA
"3942",1966,"19661SW122",1,"SW122","BLUTI",11,30,53,11,NA,0,NA,"N92734",13,0
"3943",1966,"19661SW124",1,"SW124","BLUTI",NA,28,40,NA,NA,0,NA,NA,NA,NA
"3944",1966,"19661SW125",1,"SW125","BLUTI",1,50,63,NA,NA,0,NA,NA,13,NA
"3945",1966,"19661SW127",1,"SW127","BLUTI",4,40,56,NA,NA,0,NA,NA,13,NA
"3946",1966,"19661SW129",1,"SW129","BLUTI",12,31,55,12,NA,0,NA,"N92751",13,0
"3947",1966,"19661SW13",1,"SW13","BLUTI",11,29,52,11,NA,0,NA,"N92485",13,0
"3948",1966,"19661SW14",1,"SW14","BLUTI",11,30,53,11,NA,0,NA,"N92736",13,0
"3949",1966,"19661SW16",1,"SW16","BLUTI",3,36,51,NA,NA,0,NA,NA,13,NA
"3950",1966,"19661SW18",1,"SW18","BLUTI",9,30,51,8,NA,0,NA,"HC79054",13,1
"3951",1966,"19661SW2",1,"SW2","BLUTI",8,39,59,NA,NA,0,NA,"HC79084",13,NA
"3952",1966,"19661SW20",1,"SW20","BLUTI",11,28,51,NA,NA,0,NA,"HC79086",13,NA
"3954",1966,"19661SW22",1,"SW22","BLUTI",2,35,49,NA,NA,0,NA,NA,13,NA
"3955",1966,"19661SW24",1,"SW24","BLUTI",10,36,58,NA,NA,0,NA,"N92753",13,NA
"3957",1966,"19661SW26",1,"SW26","BLUTI",10,29,51,8,NA,0,NA,"H92797",13,2
"3958",1966,"19661SW27",1,"SW27","BLUTI",10,36,58,NA,NA,0,NA,"HC79087",13,NA
"3959",1966,"19661SW28",1,"SW28","BLUTI",10,32,54,10,NA,0,NA,"P20666",13,0
"3960",1966,"19661SW30",1,"SW30","BLUTI",11,34,57,9,NA,0,NA,"HC79055",13,2
"3964",1966,"19661SW34",1,"SW34","BLUTI",13,31,56,13,NA,0,NA,"HC79051",13,0
"3966",1966,"19661SW37",1,"SW37","BLUTI",11,33,56,NA,NA,0,NA,"N92765",13,NA
"3967",1966,"19661SW38",1,"SW38","BLUTI",9,32,53,9,NA,0,NA,"H42877",13,0
"3968",1966,"19661SW4",1,"SW4","BLUTI",11,30,53,11,NA,0,NA,"HC79053",13,0
"3970",1966,"19661SW42",1,"SW42","BLUTI",2,NA,NA,NA,NA,0,NA,NA,NA,NA
"3971",1966,"19661SW44",1,"SW44","BLUTI",9,33,54,9,NA,0,NA,"HC79056",13,0
"3972",1966,"19661SW46",1,"SW46","BLUTI",9,29,50,NA,NA,0,NA,"HC79096",13,NA
"3974",1966,"19661SW49",1,"SW49","BLUTI",10,32,54,8,NA,0,NA,"HC79057",13,2
"3975",1966,"19661SW50",1,"SW50","BLUTI",7,34,53,5,NA,0,NA,"HC79088",13,2
"3976",1966,"19661SW51",1,"SW51","BLUTI",10,37,59,NA,NA,0,NA,"HC79097",13,NA
"3977",1966,"19661SW52",1,"SW52","BLUTI",11,30,53,NA,NA,0,NA,"N92184",13,NA
"3978",1966,"19661SW54",1,"SW54","BLUTI",10,33,55,9,NA,0,NA,"HC79089",13,1
"3981",1966,"19661SW62",1,"SW62","BLUTI",7,49,68,NA,NA,0,NA,NA,13,NA
"3983",1966,"19661SW65",1,"SW65","BLUTI",12,30,54,11,NA,0,NA,"N92186",13,1
"3984",1966,"19661SW66",1,"SW66","BLUTI",9,34,55,NA,NA,0,NA,"HC79058",13,NA
"3986",1966,"19661SW68",1,"SW68","BLUTI",11,30,53,NA,NA,0,NA,"HC79059",13,NA
"3987",1966,"19661SW69",1,"SW69","BLUTI",9,36,57,9,NA,0,NA,"HC79090",13,0
"3988",1966,"19661SW7",1,"SW7","BLUTI",8,33,53,7,NA,0,NA,NA,13,1
"3989",1966,"19661SW70",1,"SW70","BLUTI",12,32,56,9,NA,0,NA,"HC79060",13,3
"3990",1966,"19661SW74",1,"SW74","BLUTI",13,30,55,11,NA,0,NA,"HC79091",13,2
"3993",1966,"19661SW8",1,"SW8","BLUTI",5,38,55,NA,NA,0,NA,NA,13,NA
"3994",1966,"19661SW80",1,"SW80","BLUTI",12,30,54,12,NA,0,NA,NA,13,0
"3996",1966,"19661SW81",1,"SW81","BLUTI",12,30,54,11,NA,0,NA,"N39386",13,1
"3997",1966,"19661SW88",1,"SW88","BLUTI",9,29,50,9,NA,0,NA,"HC79061",13,0
"3998",1966,"19661SW9",1,"SW9","BLUTI",5,32,49,NA,NA,0,NA,NA,13,NA
"4000",1966,"19661SW98",1,"SW98","BLUTI",12,29,53,9,NA,0,NA,"N92838",13,3
"4002",1966,"19661W1",1,"W1","BLUTI",11,28,51,NA,NA,0,NA,"N92974",13,NA
"4003",1966,"19661W10",1,"W10","BLUTI",9,27,48,NA,NA,0,NA,"N92976",13,NA
"4006",1966,"19661W104",1,"W104","BLUTI",10,27,49,NA,NA,0,NA,"N92980",13,NA
"4008",1966,"19661W106",1,"W106","BLUTI",7,34,53,NA,NA,0,NA,NA,13,NA
"4011",1966,"19661W16A",1,"W16A","BLUTI",12,26,50,NA,NA,0,NA,"N92977",13,NA
"4012",1966,"19661W17A",1,"W17A","BLUTI",11,30,53,11,NA,11,NA,"N92978",13,0
"4014",1966,"19661W2",1,"W2","BLUTI",13,30,55,10,NA,10,NA,"N92975",13,3
"4015",1966,"19661W20A",1,"W20A","BLUTI",1,48,61,NA,NA,0,NA,NA,13,NA
"4016",1966,"19661W22",1,"W22","BLUTI",8,27,47,NA,NA,0,NA,NA,13,NA
"4017",1966,"19661W22A",1,"W22A","BLUTI",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"4018",1966,"19661W24",1,"W24","BLUTI",8,41,61,7,NA,0,NA,"HC79021",13,1
"4019",1966,"19661W25",1,"W25","BLUTI",4,28,44,NA,NA,0,NA,NA,13,NA
"4020",1966,"19661W26",1,"W26","BLUTI",9,37,58,NA,NA,0,NA,"N92995",13,NA
"4022",1966,"19661W30",1,"W30","BLUTI",3,26,41,NA,NA,0,NA,"N92295",13,NA
"4023",1966,"19661W31",1,"W31","BLUTI",5,27,44,NA,NA,0,NA,NA,13,NA
"4024",1966,"19661W32",1,"W32","BLUTI",2,33,47,NA,NA,0,NA,NA,13,NA
"4025",1966,"19661W33",1,"W33","BLUTI",7,33,52,7,NA,0,NA,"N92979",13,0
"4026",1966,"19661W34",1,"W34","BLUTI",11,33,56,9,NA,9,NA,"N92994",13,2
"4027",1966,"19661W37",1,"W37","BLUTI",7,27,46,NA,NA,0,NA,"N92951",13,NA
"4028",1966,"19661W42",1,"W42","BLUTI",9,47,68,8,NA,0,NA,"HC79010",13,1
"4031",1966,"19661W44",1,"W44","BLUTI",11,26,49,NA,NA,0,NA,NA,13,NA
"4033",1966,"19661W47",1,"W47","BLUTI",13,27,52,13,NA,12,NA,"N92996",13,0
"4034",1966,"19661W48",1,"W48","BLUTI",9,33,54,7,NA,7,NA,"N34677",13,2
"4035",1966,"19661W4A",1,"W4A","BLUTI",12,26,50,12,NA,12,NA,"N92993",13,0
"4036",1966,"19661W4B",1,"W4B","BLUTI",4,25,41,NA,NA,0,NA,NA,13,NA
"4037",1966,"19661W5",1,"W5","BLUTI",12,30,54,NA,NA,0,NA,"N39378",13,NA
"4038",1966,"19661W50",1,"W50","BLUTI",6,26,44,NA,NA,0,NA,NA,13,NA
"4039",1966,"19661W51",1,"W51","BLUTI",8,27,47,NA,NA,0,NA,NA,13,NA
"4040",1966,"19661W51A",1,"W51A","BLUTI",6,27,45,NA,NA,0,NA,NA,13,NA
"4041",1966,"19661W52",1,"W52","BLUTI",6,50,68,NA,NA,0,NA,"HC79011",13,NA
"4043",1966,"19661W55",1,"W55","BLUTI",6,28,46,NA,NA,0,NA,NA,13,NA
"4044",1966,"19661W56",1,"W56","BLUTI",10,25,47,NA,NA,0,NA,NA,13,NA
"4045",1966,"19661W6",1,"W6","BLUTI",13,28,53,10,NA,0,NA,"HC79009",13,3
"4047",1966,"19661W66",1,"W66","BLUTI",9,26,47,NA,NA,0,NA,NA,13,NA
"4048",1966,"19661W68",1,"W68","BLUTI",7,28,47,NA,NA,0,NA,NA,13,NA
"4049",1966,"19661W69",1,"W69","BLUTI",7,35,54,NA,NA,0,NA,NA,13,NA
"4050",1966,"19661W70",1,"W70","BLUTI",12,28,52,NA,NA,0,NA,"N92981",13,NA
"4051",1966,"19661W74",1,"W74","BLUTI",6,28,46,NA,NA,0,NA,NA,13,NA
"4053",1966,"19661W82",1,"W82","BLUTI",11,32,55,NA,NA,0,NA,"N92997",13,NA
"4057",1966,"19661W91",1,"W91","BLUTI",5,32,49,NA,NA,0,NA,NA,13,NA
"4058",1966,"19661W93",1,"W93","BLUTI",4,31,47,NA,NA,0,NA,NA,13,NA
"4059",1966,"19661W95",1,"W95","BLUTI",5,32,49,NA,NA,0,NA,NA,13,NA
"4065",1966,"19662MP31",2,"MP31","BLUTI",7,43,62,NA,NA,0,NA,"HC79080",13,NA
"4074",1966,"19662SW120",2,"SW120","BLUTI",8,46,66,NA,NA,0,NA,NA,13,NA
"4075",1967,"19671B100",1,"B100","BLUTI",9,20,41,NA,NA,0,NA,"HC79178",13,NA
"4077",1967,"19671B11",1,"B11","BLUTI",8,23,43,NA,NA,0,NA,"N92796",13,NA
"4080",1967,"19671B117",1,"B117","BLUTI",8,33,53,7,NA,0,NA,"N92795",13,1
"4082",1967,"19671B122",1,"B122","BLUTI",11,23,46,NA,NA,0,NA,"N92441",13,NA
"4083",1967,"19671B123",1,"B123","BLUTI",5,22,39,NA,NA,0,NA,NA,13,NA
"4084",1967,"19671B137",1,"B137","BLUTI",5,26,43,4,NA,4,NA,"N92449",13,1
"4085",1967,"19671B138",1,"B138","BLUTI",10,24,46,10,NA,10,NA,"N92340",13,0
"4086",1967,"19671B139",1,"B139","BLUTI",10,27,49,10,NA,7,NA,NA,13,0
"4091",1967,"19671B157",1,"B157","BLUTI",10,23,45,10,NA,10,NA,NA,13,0
"4092",1967,"19671B158",1,"B158","BLUTI",11,24,47,11,NA,10,NA,"N92447",13,0
"4093",1967,"19671B16",1,"B16","BLUTI",12,24,48,11,NA,11,NA,"N92444",13,1
"4097",1967,"19671B176",1,"B176","BLUTI",9,22,43,9,NA,0,NA,NA,13,0
"4098",1967,"19671B177",1,"B177","BLUTI",13,23,48,NA,NA,0,NA,"N92442",13,NA
"4099",1967,"19671B178",1,"B178","BLUTI",9,24,45,8,NA,0,NA,"N92443",13,1
"4105",1967,"19671B195",1,"B195","BLUTI",11,27,50,8,NA,7,NA,"N92800",13,3
